,tt ro con ec00 °c cet min15 f 2024-04-22T00:00:00+02:00
2024-04-28 21:45:00+02:00,13.9
2024-04-28 22:00:00+02:00,13.0
2024-04-28 22:15:00+02:00,13.0
2024-04-28 22:30:00+02:00,13.0
2024-04-28 22:45:00+02:00,13.0
2024-04-28 23:00:00+02:00,12.4
2024-04-28 23:15:00+02:00,12.4
2024-04-28 23:30:00+02:00,12.4
2024-04-28 23:45:00+02:00,12.4
2024-04-29 00:00:00+02:00,11.8
2024-04-29 00:15:00+02:00,11.8
2024-04-29 00:30:00+02:00,11.8
2024-04-29 00:45:00+02:00,11.8
2024-04-29 01:00:00+02:00,11.1
2024-04-29 01:15:00+02:00,11.1
2024-04-29 01:30:00+02:00,11.1
2024-04-29 01:45:00+02:00,11.1
2024-04-29 02:00:00+02:00,10.5
2024-04-29 02:15:00+02:00,10.5
2024-04-29 02:30:00+02:00,10.5
2024-04-29 02:45:00+02:00,10.5
2024-04-29 03:00:00+02:00,10.2
2024-04-29 03:15:00+02:00,10.2
2024-04-29 03:30:00+02:00,10.2
2024-04-29 03:45:00+02:00,10.2
2024-04-29 04:00:00+02:00,10.2
2024-04-29 04:15:00+02:00,10.2
2024-04-29 04:30:00+02:00,10.2
2024-04-29 04:45:00+02:00,10.2
2024-04-29 05:00:00+02:00,10.8
2024-04-29 05:15:00+02:00,10.8
2024-04-29 05:30:00+02:00,10.8
2024-04-29 05:45:00+02:00,10.8
2024-04-29 06:00:00+02:00,12.1
2024-04-29 06:15:00+02:00,12.1
2024-04-29 06:30:00+02:00,12.1
2024-04-29 06:45:00+02:00,12.1
2024-04-29 07:00:00+02:00,14.2
2024-04-29 07:15:00+02:00,14.2
2024-04-29 07:30:00+02:00,14.2
2024-04-29 07:45:00+02:00,14.2
2024-04-29 08:00:00+02:00,16.2
2024-04-29 08:15:00+02:00,16.2
2024-04-29 08:30:00+02:00,16.2
2024-04-29 08:45:00+02:00,16.2
2024-04-29 09:00:00+02:00,18.1
2024-04-29 09:15:00+02:00,18.1
2024-04-29 09:30:00+02:00,18.1
2024-04-29 09:45:00+02:00,18.1
2024-04-29 10:00:00+02:00,19.6
2024-04-29 10:15:00+02:00,19.6
2024-04-29 10:30:00+02:00,19.6
2024-04-29 10:45:00+02:00,19.6
2024-04-29 11:00:00+02:00,20.9
2024-04-29 11:15:00+02:00,20.9
2024-04-29 11:30:00+02:00,20.9
2024-04-29 11:45:00+02:00,20.9
2024-04-29 12:00:00+02:00,21.8
2024-04-29 12:15:00+02:00,21.8
2024-04-29 12:30:00+02:00,21.8
2024-04-29 12:45:00+02:00,21.8
2024-04-29 13:00:00+02:00,22.5
2024-04-29 13:15:00+02:00,22.5
2024-04-29 13:30:00+02:00,22.5
2024-04-29 13:45:00+02:00,22.5
2024-04-29 14:00:00+02:00,22.6
2024-04-29 14:15:00+02:00,22.6
2024-04-29 14:30:00+02:00,22.6
2024-04-29 14:45:00+02:00,22.6
2024-04-29 15:00:00+02:00,22.2
2024-04-29 15:15:00+02:00,22.2
2024-04-29 15:30:00+02:00,22.2
2024-04-29 15:45:00+02:00,22.2
2024-04-29 16:00:00+02:00,21.4
2024-04-29 16:15:00+02:00,21.4
2024-04-29 16:30:00+02:00,21.4
2024-04-29 16:45:00+02:00,21.4
2024-04-29 17:00:00+02:00,20.2
2024-04-29 17:15:00+02:00,20.2
2024-04-29 17:30:00+02:00,20.2
2024-04-29 17:45:00+02:00,20.2
2024-04-29 18:00:00+02:00,18.6
2024-04-29 18:15:00+02:00,18.6
2024-04-29 18:30:00+02:00,18.6
2024-04-29 18:45:00+02:00,18.6
2024-04-29 19:00:00+02:00,16.8
2024-04-29 19:15:00+02:00,16.8
2024-04-29 19:30:00+02:00,16.8
2024-04-29 19:45:00+02:00,16.8
2024-04-29 20:00:00+02:00,15.2
2024-04-29 20:15:00+02:00,15.2
2024-04-29 20:30:00+02:00,15.2
2024-04-29 20:45:00+02:00,15.2
2024-04-29 21:00:00+02:00,14.2
2024-04-29 21:15:00+02:00,14.2
2024-04-29 21:30:00+02:00,14.2
2024-04-29 21:45:00+02:00,14.2
2024-04-29 22:00:00+02:00,13.6
2024-04-29 22:15:00+02:00,13.6
2024-04-29 22:30:00+02:00,13.6
2024-04-29 22:45:00+02:00,13.6
2024-04-29 23:00:00+02:00,13.1
2024-04-29 23:15:00+02:00,13.1
2024-04-29 23:30:00+02:00,13.1
2024-04-29 23:45:00+02:00,13.1
2024-04-30 00:00:00+02:00,12.8
2024-04-30 00:15:00+02:00,12.8
2024-04-30 00:30:00+02:00,12.8
2024-04-30 00:45:00+02:00,12.8
2024-04-30 01:00:00+02:00,12.4
2024-04-30 01:15:00+02:00,12.4
2024-04-30 01:30:00+02:00,12.4
2024-04-30 01:45:00+02:00,12.4
2024-04-30 02:00:00+02:00,11.9
2024-04-30 02:15:00+02:00,11.9
2024-04-30 02:30:00+02:00,11.9
2024-04-30 02:45:00+02:00,11.9
2024-04-30 03:00:00+02:00,11.4
2024-04-30 03:15:00+02:00,11.4
2024-04-30 03:30:00+02:00,11.4
2024-04-30 03:45:00+02:00,11.4
2024-04-30 04:00:00+02:00,11.2
2024-04-30 04:15:00+02:00,11.2
2024-04-30 04:30:00+02:00,11.2
2024-04-30 04:45:00+02:00,11.2
2024-04-30 05:00:00+02:00,11.7
2024-04-30 05:15:00+02:00,11.7
2024-04-30 05:30:00+02:00,11.7
2024-04-30 05:45:00+02:00,11.7
2024-04-30 06:00:00+02:00,12.9
2024-04-30 06:15:00+02:00,12.9
2024-04-30 06:30:00+02:00,12.9
2024-04-30 06:45:00+02:00,12.9
2024-04-30 07:00:00+02:00,14.7
2024-04-30 07:15:00+02:00,14.7
2024-04-30 07:30:00+02:00,14.7
2024-04-30 07:45:00+02:00,14.7
2024-04-30 08:00:00+02:00,16.7
2024-04-30 08:15:00+02:00,16.7
2024-04-30 08:30:00+02:00,16.7
2024-04-30 08:45:00+02:00,16.7
2024-04-30 09:00:00+02:00,18.5
2024-04-30 09:15:00+02:00,18.5
2024-04-30 09:30:00+02:00,18.5
2024-04-30 09:45:00+02:00,18.5
2024-04-30 10:00:00+02:00,19.9
2024-04-30 10:15:00+02:00,19.9
2024-04-30 10:30:00+02:00,19.9
2024-04-30 10:45:00+02:00,19.9
2024-04-30 11:00:00+02:00,21.1
2024-04-30 11:15:00+02:00,21.1
2024-04-30 11:30:00+02:00,21.1
2024-04-30 11:45:00+02:00,21.1
2024-04-30 12:00:00+02:00,22.0
2024-04-30 12:15:00+02:00,22.0
2024-04-30 12:30:00+02:00,22.0
2024-04-30 12:45:00+02:00,22.0
2024-04-30 13:00:00+02:00,22.6
2024-04-30 13:15:00+02:00,22.6
2024-04-30 13:30:00+02:00,22.6
2024-04-30 13:45:00+02:00,22.6
2024-04-30 14:00:00+02:00,22.8
2024-04-30 14:15:00+02:00,22.8
2024-04-30 14:30:00+02:00,22.8
2024-04-30 14:45:00+02:00,22.8
2024-04-30 15:00:00+02:00,22.6
2024-04-30 15:15:00+02:00,22.6
2024-04-30 15:30:00+02:00,22.6
2024-04-30 15:45:00+02:00,22.6
2024-04-30 16:00:00+02:00,22.1
2024-04-30 16:15:00+02:00,22.1
2024-04-30 16:30:00+02:00,22.1
2024-04-30 16:45:00+02:00,22.1
2024-04-30 17:00:00+02:00,21.2
2024-04-30 17:15:00+02:00,21.2
2024-04-30 17:30:00+02:00,21.2
2024-04-30 17:45:00+02:00,21.2
2024-04-30 18:00:00+02:00,19.9
2024-04-30 18:15:00+02:00,19.9
2024-04-30 18:30:00+02:00,19.9
2024-04-30 18:45:00+02:00,19.9
2024-04-30 19:00:00+02:00,18.3
2024-04-30 19:15:00+02:00,18.3
2024-04-30 19:30:00+02:00,18.3
2024-04-30 19:45:00+02:00,18.3
2024-04-30 20:00:00+02:00,16.8
2024-04-30 20:15:00+02:00,16.8
2024-04-30 20:30:00+02:00,16.8
2024-04-30 20:45:00+02:00,16.8
2024-04-30 21:00:00+02:00,15.6
2024-04-30 21:15:00+02:00,15.6
2024-04-30 21:30:00+02:00,15.6
2024-04-30 21:45:00+02:00,15.6
2024-04-30 22:00:00+02:00,14.7
2024-04-30 22:15:00+02:00,14.7
2024-04-30 22:30:00+02:00,14.7
2024-04-30 22:45:00+02:00,14.7
2024-04-30 23:00:00+02:00,14.0
2024-04-30 23:15:00+02:00,14.0
2024-04-30 23:30:00+02:00,14.0
2024-04-30 23:45:00+02:00,14.0
2024-05-01 00:00:00+02:00,13.5
2024-05-01 00:15:00+02:00,13.5
2024-05-01 00:30:00+02:00,13.5
2024-05-01 00:45:00+02:00,13.5
2024-05-01 01:00:00+02:00,12.8
2024-05-01 01:15:00+02:00,12.8
2024-05-01 01:30:00+02:00,12.8
2024-05-01 01:45:00+02:00,12.8
2024-05-01 02:00:00+02:00,12.2
2024-05-01 02:15:00+02:00,12.2
2024-05-01 02:30:00+02:00,12.2
2024-05-01 02:45:00+02:00,12.2
2024-05-01 03:00:00+02:00,11.8
2024-05-01 03:15:00+02:00,11.8
2024-05-01 03:30:00+02:00,11.8
2024-05-01 03:45:00+02:00,11.8
2024-05-01 04:00:00+02:00,11.7
2024-05-01 04:15:00+02:00,11.7
2024-05-01 04:30:00+02:00,11.7
2024-05-01 04:45:00+02:00,11.7
2024-05-01 05:00:00+02:00,12.2
2024-05-01 05:15:00+02:00,12.2
2024-05-01 05:30:00+02:00,12.2
2024-05-01 05:45:00+02:00,12.2
2024-05-01 06:00:00+02:00,13.5
2024-05-01 06:15:00+02:00,13.5
2024-05-01 06:30:00+02:00,13.5
2024-05-01 06:45:00+02:00,13.5
2024-05-01 07:00:00+02:00,15.5
2024-05-01 07:15:00+02:00,15.5
2024-05-01 07:30:00+02:00,15.5
2024-05-01 07:45:00+02:00,15.5
2024-05-01 08:00:00+02:00,17.4
2024-05-01 08:15:00+02:00,17.4
2024-05-01 08:30:00+02:00,17.4
2024-05-01 08:45:00+02:00,17.4
2024-05-01 09:00:00+02:00,18.8
2024-05-01 09:15:00+02:00,18.8
2024-05-01 09:30:00+02:00,18.8
2024-05-01 09:45:00+02:00,18.8
2024-05-01 10:00:00+02:00,20.0
2024-05-01 10:15:00+02:00,20.0
2024-05-01 10:30:00+02:00,20.0
2024-05-01 10:45:00+02:00,20.0
2024-05-01 11:00:00+02:00,20.9
2024-05-01 11:15:00+02:00,20.9
2024-05-01 11:30:00+02:00,20.9
2024-05-01 11:45:00+02:00,20.9
2024-05-01 12:00:00+02:00,21.4
2024-05-01 12:15:00+02:00,21.4
2024-05-01 12:30:00+02:00,21.4
2024-05-01 12:45:00+02:00,21.4
2024-05-01 13:00:00+02:00,21.7
2024-05-01 13:15:00+02:00,21.7
2024-05-01 13:30:00+02:00,21.7
2024-05-01 13:45:00+02:00,21.7
2024-05-01 14:00:00+02:00,21.9
2024-05-01 14:15:00+02:00,21.9
2024-05-01 14:30:00+02:00,21.9
2024-05-01 14:45:00+02:00,21.9
2024-05-01 15:00:00+02:00,21.7
2024-05-01 15:15:00+02:00,21.7
2024-05-01 15:30:00+02:00,21.7
2024-05-01 15:45:00+02:00,21.7
2024-05-01 16:00:00+02:00,21.3
2024-05-01 16:15:00+02:00,21.3
2024-05-01 16:30:00+02:00,21.3
2024-05-01 16:45:00+02:00,21.3
2024-05-01 17:00:00+02:00,20.4
2024-05-01 17:15:00+02:00,20.4
2024-05-01 17:30:00+02:00,20.4
2024-05-01 17:45:00+02:00,20.4
2024-05-01 18:00:00+02:00,19.2
2024-05-01 18:15:00+02:00,19.2
2024-05-01 18:30:00+02:00,19.2
2024-05-01 18:45:00+02:00,19.2
2024-05-01 19:00:00+02:00,17.7
2024-05-01 19:15:00+02:00,17.7
2024-05-01 19:30:00+02:00,17.7
2024-05-01 19:45:00+02:00,17.7
2024-05-01 20:00:00+02:00,16.3
2024-05-01 20:15:00+02:00,16.3
2024-05-01 20:30:00+02:00,16.3
2024-05-01 20:45:00+02:00,16.3
2024-05-01 21:00:00+02:00,15.5
2024-05-01 21:15:00+02:00,15.5
2024-05-01 21:30:00+02:00,15.5
2024-05-01 21:45:00+02:00,15.5
2024-05-01 22:00:00+02:00,14.9
2024-05-01 22:15:00+02:00,14.9
2024-05-01 22:30:00+02:00,14.9
2024-05-01 22:45:00+02:00,14.9
2024-05-01 23:00:00+02:00,14.6
2024-05-01 23:15:00+02:00,14.6
2024-05-01 23:30:00+02:00,14.6
2024-05-01 23:45:00+02:00,14.6
